"","date","hits","keyword","geo","time","gprop","category"
"1",2019-01-06,"23","stock","US-AL","2019-01-01 2020-04-10","web",7
"2",2019-01-13,"28","stock","US-AL","2019-01-01 2020-04-10","web",7
"3",2019-01-20,"18","stock","US-AL","2019-01-01 2020-04-10","web",7
"4",2019-01-27,"26","stock","US-AL","2019-01-01 2020-04-10","web",7
"5",2019-02-03,"25","stock","US-AL","2019-01-01 2020-04-10","web",7
"6",2019-02-10,"29","stock","US-AL","2019-01-01 2020-04-10","web",7
"7",2019-02-17,"23","stock","US-AL","2019-01-01 2020-04-10","web",7
"8",2019-02-24,"21","stock","US-AL","2019-01-01 2020-04-10","web",7
"9",2019-03-03,"28","stock","US-AL","2019-01-01 2020-04-10","web",7
"10",2019-03-10,"28","stock","US-AL","2019-01-01 2020-04-10","web",7
"11",2019-03-17,"21","stock","US-AL","2019-01-01 2020-04-10","web",7
"12",2019-03-24,"28","stock","US-AL","2019-01-01 2020-04-10","web",7
"13",2019-03-31,"26","stock","US-AL","2019-01-01 2020-04-10","web",7
"14",2019-04-07,"25","stock","US-AL","2019-01-01 2020-04-10","web",7
"15",2019-04-14,"22","stock","US-AL","2019-01-01 2020-04-10","web",7
"16",2019-04-21,"26","stock","US-AL","2019-01-01 2020-04-10","web",7
"17",2019-04-28,"26","stock","US-AL","2019-01-01 2020-04-10","web",7
"18",2019-05-05,"32","stock","US-AL","2019-01-01 2020-04-10","web",7
"19",2019-05-12,"22","stock","US-AL","2019-01-01 2020-04-10","web",7
"20",2019-05-19,"25","stock","US-AL","2019-01-01 2020-04-10","web",7
"21",2019-05-26,"18","stock","US-AL","2019-01-01 2020-04-10","web",7
"22",2019-06-02,"25","stock","US-AL","2019-01-01 2020-04-10","web",7
"23",2019-06-09,"21","stock","US-AL","2019-01-01 2020-04-10","web",7
"24",2019-06-16,"25","stock","US-AL","2019-01-01 2020-04-10","web",7
"25",2019-06-23,"27","stock","US-AL","2019-01-01 2020-04-10","web",7
"26",2019-06-30,"22","stock","US-AL","2019-01-01 2020-04-10","web",7
"27",2019-07-07,"22","stock","US-AL","2019-01-01 2020-04-10","web",7
"28",2019-07-14,"22","stock","US-AL","2019-01-01 2020-04-10","web",7
"29",2019-07-21,"24","stock","US-AL","2019-01-01 2020-04-10","web",7
"30",2019-07-28,"29","stock","US-AL","2019-01-01 2020-04-10","web",7
"31",2019-08-04,"28","stock","US-AL","2019-01-01 2020-04-10","web",7
"32",2019-08-11,"25","stock","US-AL","2019-01-01 2020-04-10","web",7
"33",2019-08-18,"23","stock","US-AL","2019-01-01 2020-04-10","web",7
"34",2019-08-25,"27","stock","US-AL","2019-01-01 2020-04-10","web",7
"35",2019-09-01,"17","stock","US-AL","2019-01-01 2020-04-10","web",7
"36",2019-09-08,"23","stock","US-AL","2019-01-01 2020-04-10","web",7
"37",2019-09-15,"21","stock","US-AL","2019-01-01 2020-04-10","web",7
"38",2019-09-22,"21","stock","US-AL","2019-01-01 2020-04-10","web",7
"39",2019-09-29,"21","stock","US-AL","2019-01-01 2020-04-10","web",7
"40",2019-10-06,"20","stock","US-AL","2019-01-01 2020-04-10","web",7
"41",2019-10-13,"21","stock","US-AL","2019-01-01 2020-04-10","web",7
"42",2019-10-20,"22","stock","US-AL","2019-01-01 2020-04-10","web",7
"43",2019-10-27,"23","stock","US-AL","2019-01-01 2020-04-10","web",7
"44",2019-11-03,"21","stock","US-AL","2019-01-01 2020-04-10","web",7
"45",2019-11-10,"25","stock","US-AL","2019-01-01 2020-04-10","web",7
"46",2019-11-17,"21","stock","US-AL","2019-01-01 2020-04-10","web",7
"47",2019-11-24,"19","stock","US-AL","2019-01-01 2020-04-10","web",7
"48",2019-12-01,"19","stock","US-AL","2019-01-01 2020-04-10","web",7
"49",2019-12-08,"20","stock","US-AL","2019-01-01 2020-04-10","web",7
"50",2019-12-15,"21","stock","US-AL","2019-01-01 2020-04-10","web",7
"51",2019-12-22,"18","stock","US-AL","2019-01-01 2020-04-10","web",7
"52",2019-12-29,"18","stock","US-AL","2019-01-01 2020-04-10","web",7
"53",2020-01-05,"24","stock","US-AL","2019-01-01 2020-04-10","web",7
"54",2020-01-12,"23","stock","US-AL","2019-01-01 2020-04-10","web",7
"55",2020-01-19,"27","stock","US-AL","2019-01-01 2020-04-10","web",7
"56",2020-01-26,"29","stock","US-AL","2019-01-01 2020-04-10","web",7
"57",2020-02-02,"32","stock","US-AL","2019-01-01 2020-04-10","web",7
"58",2020-02-09,"27","stock","US-AL","2019-01-01 2020-04-10","web",7
"59",2020-02-16,"29","stock","US-AL","2019-01-01 2020-04-10","web",7
"60",2020-02-23,"54","stock","US-AL","2019-01-01 2020-04-10","web",7
"61",2020-03-01,"39","stock","US-AL","2019-01-01 2020-04-10","web",7
"62",2020-03-08,"79","stock","US-AL","2019-01-01 2020-04-10","web",7
"63",2020-03-15,"100","stock","US-AL","2019-01-01 2020-04-10","web",7
"64",2020-03-22,"75","stock","US-AL","2019-01-01 2020-04-10","web",7
"65",2020-03-29,"56","stock","US-AL","2019-01-01 2020-04-10","web",7
"66",2020-04-05,"55","stock","US-AL","2019-01-01 2020-04-10","web",7
"67",2019-01-06,"25","stocks","US-AL","2019-01-01 2020-04-10","web",7
"68",2019-01-13,"22","stocks","US-AL","2019-01-01 2020-04-10","web",7
"69",2019-01-20,"31","stocks","US-AL","2019-01-01 2020-04-10","web",7
"70",2019-01-27,"29","stocks","US-AL","2019-01-01 2020-04-10","web",7
"71",2019-02-03,"26","stocks","US-AL","2019-01-01 2020-04-10","web",7
"72",2019-02-10,"18","stocks","US-AL","2019-01-01 2020-04-10","web",7
"73",2019-02-17,"20","stocks","US-AL","2019-01-01 2020-04-10","web",7
"74",2019-02-24,"23","stocks","US-AL","2019-01-01 2020-04-10","web",7
"75",2019-03-03,"19","stocks","US-AL","2019-01-01 2020-04-10","web",7
"76",2019-03-10,"10","stocks","US-AL","2019-01-01 2020-04-10","web",7
"77",2019-03-17,"26","stocks","US-AL","2019-01-01 2020-04-10","web",7
"78",2019-03-24,"12","stocks","US-AL","2019-01-01 2020-04-10","web",7
"79",2019-03-31,"28","stocks","US-AL","2019-01-01 2020-04-10","web",7
"80",2019-04-07,"12","stocks","US-AL","2019-01-01 2020-04-10","web",7
"81",2019-04-14,"24","stocks","US-AL","2019-01-01 2020-04-10","web",7
"82",2019-04-21,"10","stocks","US-AL","2019-01-01 2020-04-10","web",7
"83",2019-04-28,"26","stocks","US-AL","2019-01-01 2020-04-10","web",7
"84",2019-05-05,"17","stocks","US-AL","2019-01-01 2020-04-10","web",7
"85",2019-05-12,"15","stocks","US-AL","2019-01-01 2020-04-10","web",7
"86",2019-05-19,"20","stocks","US-AL","2019-01-01 2020-04-10","web",7
"87",2019-05-26,"15","stocks","US-AL","2019-01-01 2020-04-10","web",7
"88",2019-06-02,"21","stocks","US-AL","2019-01-01 2020-04-10","web",7
"89",2019-06-09,"19","stocks","US-AL","2019-01-01 2020-04-10","web",7
"90",2019-06-16,"22","stocks","US-AL","2019-01-01 2020-04-10","web",7
"91",2019-06-23,"17","stocks","US-AL","2019-01-01 2020-04-10","web",7
"92",2019-06-30,"10","stocks","US-AL","2019-01-01 2020-04-10","web",7
"93",2019-07-07,"32","stocks","US-AL","2019-01-01 2020-04-10","web",7
"94",2019-07-14,"17","stocks","US-AL","2019-01-01 2020-04-10","web",7
"95",2019-07-21,"10","stocks","US-AL","2019-01-01 2020-04-10","web",7
"96",2019-07-28,"19","stocks","US-AL","2019-01-01 2020-04-10","web",7
"97",2019-08-04,"26","stocks","US-AL","2019-01-01 2020-04-10","web",7
"98",2019-08-11,"28","stocks","US-AL","2019-01-01 2020-04-10","web",7
"99",2019-08-18,"18","stocks","US-AL","2019-01-01 2020-04-10","web",7
"100",2019-08-25,"13","stocks","US-AL","2019-01-01 2020-04-10","web",7
"101",2019-09-01,"4","stocks","US-AL","2019-01-01 2020-04-10","web",7
"102",2019-09-08,"17","stocks","US-AL","2019-01-01 2020-04-10","web",7
"103",2019-09-15,"21","stocks","US-AL","2019-01-01 2020-04-10","web",7
"104",2019-09-22,"19","stocks","US-AL","2019-01-01 2020-04-10","web",7
"105",2019-09-29,"21","stocks","US-AL","2019-01-01 2020-04-10","web",7
"106",2019-10-06,"9","stocks","US-AL","2019-01-01 2020-04-10","web",7
"107",2019-10-13,"32","stocks","US-AL","2019-01-01 2020-04-10","web",7
"108",2019-10-20,"16","stocks","US-AL","2019-01-01 2020-04-10","web",7
"109",2019-10-27,"28","stocks","US-AL","2019-01-01 2020-04-10","web",7
"110",2019-11-03,"27","stocks","US-AL","2019-01-01 2020-04-10","web",7
"111",2019-11-10,"15","stocks","US-AL","2019-01-01 2020-04-10","web",7
"112",2019-11-17,"19","stocks","US-AL","2019-01-01 2020-04-10","web",7
"113",2019-11-24,"13","stocks","US-AL","2019-01-01 2020-04-10","web",7
"114",2019-12-01,"16","stocks","US-AL","2019-01-01 2020-04-10","web",7
"115",2019-12-08,"27","stocks","US-AL","2019-01-01 2020-04-10","web",7
"116",2019-12-15,"24","stocks","US-AL","2019-01-01 2020-04-10","web",7
"117",2019-12-22,"30","stocks","US-AL","2019-01-01 2020-04-10","web",7
"118",2019-12-29,"30","stocks","US-AL","2019-01-01 2020-04-10","web",7
"119",2020-01-05,"39","stocks","US-AL","2019-01-01 2020-04-10","web",7
"120",2020-01-12,"19","stocks","US-AL","2019-01-01 2020-04-10","web",7
"121",2020-01-19,"31","stocks","US-AL","2019-01-01 2020-04-10","web",7
"122",2020-01-26,"28","stocks","US-AL","2019-01-01 2020-04-10","web",7
"123",2020-02-02,"29","stocks","US-AL","2019-01-01 2020-04-10","web",7
"124",2020-02-09,"26","stocks","US-AL","2019-01-01 2020-04-10","web",7
"125",2020-02-16,"25","stocks","US-AL","2019-01-01 2020-04-10","web",7
"126",2020-02-23,"27","stocks","US-AL","2019-01-01 2020-04-10","web",7
"127",2020-03-01,"51","stocks","US-AL","2019-01-01 2020-04-10","web",7
"128",2020-03-08,"93","stocks","US-AL","2019-01-01 2020-04-10","web",7
"129",2020-03-15,"95","stocks","US-AL","2019-01-01 2020-04-10","web",7
"130",2020-03-22,"100","stocks","US-AL","2019-01-01 2020-04-10","web",7
"131",2020-03-29,"63","stocks","US-AL","2019-01-01 2020-04-10","web",7
"132",2020-04-05,"69","stocks","US-AL","2019-01-01 2020-04-10","web",7
"133",2019-01-06,"17","stock market","US-AL","2019-01-01 2020-04-10","web",7
"134",2019-01-13,"17","stock market","US-AL","2019-01-01 2020-04-10","web",7
"135",2019-01-20,"21","stock market","US-AL","2019-01-01 2020-04-10","web",7
"136",2019-01-27,"6","stock market","US-AL","2019-01-01 2020-04-10","web",7
"137",2019-02-03,"19","stock market","US-AL","2019-01-01 2020-04-10","web",7
"138",2019-02-10,"10","stock market","US-AL","2019-01-01 2020-04-10","web",7
"139",2019-02-17,"11","stock market","US-AL","2019-01-01 2020-04-10","web",7
"140",2019-02-24,"13","stock market","US-AL","2019-01-01 2020-04-10","web",7
"141",2019-03-03,"7","stock market","US-AL","2019-01-01 2020-04-10","web",7
"142",2019-03-10,"13","stock market","US-AL","2019-01-01 2020-04-10","web",7
"143",2019-03-17,"15","stock market","US-AL","2019-01-01 2020-04-10","web",7
"144",2019-03-24,"16","stock market","US-AL","2019-01-01 2020-04-10","web",7
"145",2019-03-31,"15","stock market","US-AL","2019-01-01 2020-04-10","web",7
"146",2019-04-07,"10","stock market","US-AL","2019-01-01 2020-04-10","web",7
"147",2019-04-14,"10","stock market","US-AL","2019-01-01 2020-04-10","web",7
"148",2019-04-21,"12","stock market","US-AL","2019-01-01 2020-04-10","web",7
"149",2019-04-28,"10","stock market","US-AL","2019-01-01 2020-04-10","web",7
"150",2019-05-05,"20","stock market","US-AL","2019-01-01 2020-04-10","web",7
"151",2019-05-12,"17","stock market","US-AL","2019-01-01 2020-04-10","web",7
"152",2019-05-19,"11","stock market","US-AL","2019-01-01 2020-04-10","web",7
"153",2019-05-26,"17","stock market","US-AL","2019-01-01 2020-04-10","web",7
"154",2019-06-02,"18","stock market","US-AL","2019-01-01 2020-04-10","web",7
"155",2019-06-09,"7","stock market","US-AL","2019-01-01 2020-04-10","web",7
"156",2019-06-16,"8","stock market","US-AL","2019-01-01 2020-04-10","web",7
"157",2019-06-23,"15","stock market","US-AL","2019-01-01 2020-04-10","web",7
"158",2019-06-30,"11","stock market","US-AL","2019-01-01 2020-04-10","web",7
"159",2019-07-07,"7","stock market","US-AL","2019-01-01 2020-04-10","web",7
"160",2019-07-14,"13","stock market","US-AL","2019-01-01 2020-04-10","web",7
"161",2019-07-21,"6","stock market","US-AL","2019-01-01 2020-04-10","web",7
"162",2019-07-28,"11","stock market","US-AL","2019-01-01 2020-04-10","web",7
"163",2019-08-04,"15","stock market","US-AL","2019-01-01 2020-04-10","web",7
"164",2019-08-11,"33","stock market","US-AL","2019-01-01 2020-04-10","web",7
"165",2019-08-18,"10","stock market","US-AL","2019-01-01 2020-04-10","web",7
"166",2019-08-25,"16","stock market","US-AL","2019-01-01 2020-04-10","web",7
"167",2019-09-01,"7","stock market","US-AL","2019-01-01 2020-04-10","web",7
"168",2019-09-08,"20","stock market","US-AL","2019-01-01 2020-04-10","web",7
"169",2019-09-15,"19","stock market","US-AL","2019-01-01 2020-04-10","web",7
"170",2019-09-22,"16","stock market","US-AL","2019-01-01 2020-04-10","web",7
"171",2019-09-29,"13","stock market","US-AL","2019-01-01 2020-04-10","web",7
"172",2019-10-06,"8","stock market","US-AL","2019-01-01 2020-04-10","web",7
"173",2019-10-13,"13","stock market","US-AL","2019-01-01 2020-04-10","web",7
"174",2019-10-20,"13","stock market","US-AL","2019-01-01 2020-04-10","web",7
"175",2019-10-27,"8","stock market","US-AL","2019-01-01 2020-04-10","web",7
"176",2019-11-03,"8","stock market","US-AL","2019-01-01 2020-04-10","web",7
"177",2019-11-10,"14","stock market","US-AL","2019-01-01 2020-04-10","web",7
"178",2019-11-17,"13","stock market","US-AL","2019-01-01 2020-04-10","web",7
"179",2019-11-24,"14","stock market","US-AL","2019-01-01 2020-04-10","web",7
"180",2019-12-01,"9","stock market","US-AL","2019-01-01 2020-04-10","web",7
"181",2019-12-08,"12","stock market","US-AL","2019-01-01 2020-04-10","web",7
"182",2019-12-15,"15","stock market","US-AL","2019-01-01 2020-04-10","web",7
"183",2019-12-22,"6","stock market","US-AL","2019-01-01 2020-04-10","web",7
"184",2019-12-29,"8","stock market","US-AL","2019-01-01 2020-04-10","web",7
"185",2020-01-05,"10","stock market","US-AL","2019-01-01 2020-04-10","web",7
"186",2020-01-12,"14","stock market","US-AL","2019-01-01 2020-04-10","web",7
"187",2020-01-19,"14","stock market","US-AL","2019-01-01 2020-04-10","web",7
"188",2020-01-26,"14","stock market","US-AL","2019-01-01 2020-04-10","web",7
"189",2020-02-02,"14","stock market","US-AL","2019-01-01 2020-04-10","web",7
"190",2020-02-09,"8","stock market","US-AL","2019-01-01 2020-04-10","web",7
"191",2020-02-16,"12","stock market","US-AL","2019-01-01 2020-04-10","web",7
"192",2020-02-23,"69","stock market","US-AL","2019-01-01 2020-04-10","web",7
"193",2020-03-01,"43","stock market","US-AL","2019-01-01 2020-04-10","web",7
"194",2020-03-08,"95","stock market","US-AL","2019-01-01 2020-04-10","web",7
"195",2020-03-15,"100","stock market","US-AL","2019-01-01 2020-04-10","web",7
"196",2020-03-22,"61","stock market","US-AL","2019-01-01 2020-04-10","web",7
"197",2020-03-29,"36","stock market","US-AL","2019-01-01 2020-04-10","web",7
"198",2020-04-05,"32","stock market","US-AL","2019-01-01 2020-04-10","web",7
"199",2019-01-06,"18","stock","US-AK","2019-01-01 2020-04-10","web",7
"200",2019-01-13,"11","stock","US-AK","2019-01-01 2020-04-10","web",7
"201",2019-01-20,"30","stock","US-AK","2019-01-01 2020-04-10","web",7
"202",2019-01-27,"18","stock","US-AK","2019-01-01 2020-04-10","web",7
"203",2019-02-03,"15","stock","US-AK","2019-01-01 2020-04-10","web",7
"204",2019-02-10,"9","stock","US-AK","2019-01-01 2020-04-10","web",7
"205",2019-02-17,"11","stock","US-AK","2019-01-01 2020-04-10","web",7
"206",2019-02-24,"13","stock","US-AK","2019-01-01 2020-04-10","web",7
"207",2019-03-03,"11","stock","US-AK","2019-01-01 2020-04-10","web",7
"208",2019-03-10,"32","stock","US-AK","2019-01-01 2020-04-10","web",7
"209",2019-03-17,"20","stock","US-AK","2019-01-01 2020-04-10","web",7
"210",2019-03-24,"16","stock","US-AK","2019-01-01 2020-04-10","web",7
"211",2019-03-31,"25","stock","US-AK","2019-01-01 2020-04-10","web",7
"212",2019-04-07,"16","stock","US-AK","2019-01-01 2020-04-10","web",7
"213",2019-04-14,"18","stock","US-AK","2019-01-01 2020-04-10","web",7
"214",2019-04-21,"18","stock","US-AK","2019-01-01 2020-04-10","web",7
"215",2019-04-28,"22","stock","US-AK","2019-01-01 2020-04-10","web",7
"216",2019-05-05,"22","stock","US-AK","2019-01-01 2020-04-10","web",7
"217",2019-05-12,"38","stock","US-AK","2019-01-01 2020-04-10","web",7
"218",2019-05-19,"23","stock","US-AK","2019-01-01 2020-04-10","web",7
"219",2019-05-26,"18","stock","US-AK","2019-01-01 2020-04-10","web",7
"220",2019-06-02,"24","stock","US-AK","2019-01-01 2020-04-10","web",7
"221",2019-06-09,"13","stock","US-AK","2019-01-01 2020-04-10","web",7
"222",2019-06-16,"17","stock","US-AK","2019-01-01 2020-04-10","web",7
"223",2019-06-23,"27","stock","US-AK","2019-01-01 2020-04-10","web",7
"224",2019-06-30,"24","stock","US-AK","2019-01-01 2020-04-10","web",7
"225",2019-07-07,"18","stock","US-AK","2019-01-01 2020-04-10","web",7
"226",2019-07-14,"19","stock","US-AK","2019-01-01 2020-04-10","web",7
"227",2019-07-21,"26","stock","US-AK","2019-01-01 2020-04-10","web",7
"228",2019-07-28,"37","stock","US-AK","2019-01-01 2020-04-10","web",7
"229",2019-08-04,"37","stock","US-AK","2019-01-01 2020-04-10","web",7
"230",2019-08-11,"35","stock","US-AK","2019-01-01 2020-04-10","web",7
"231",2019-08-18,"16","stock","US-AK","2019-01-01 2020-04-10","web",7
"232",2019-08-25,"26","stock","US-AK","2019-01-01 2020-04-10","web",7
"233",2019-09-01,"14","stock","US-AK","2019-01-01 2020-04-10","web",7
"234",2019-09-08,"24","stock","US-AK","2019-01-01 2020-04-10","web",7
"235",2019-09-15,"12","stock","US-AK","2019-01-01 2020-04-10","web",7
"236",2019-09-22,"19","stock","US-AK","2019-01-01 2020-04-10","web",7
"237",2019-09-29,"18","stock","US-AK","2019-01-01 2020-04-10","web",7
"238",2019-10-06,"8","stock","US-AK","2019-01-01 2020-04-10","web",7
"239",2019-10-13,"17","stock","US-AK","2019-01-01 2020-04-10","web",7
"240",2019-10-20,"13","stock","US-AK","2019-01-01 2020-04-10","web",7
"241",2019-10-27,"12","stock","US-AK","2019-01-01 2020-04-10","web",7
"242",2019-11-03,"27","stock","US-AK","2019-01-01 2020-04-10","web",7
"243",2019-11-10,"33","stock","US-AK","2019-01-01 2020-04-10","web",7
"244",2019-11-17,"23","stock","US-AK","2019-01-01 2020-04-10","web",7
"245",2019-11-24,"20","stock","US-AK","2019-01-01 2020-04-10","web",7
"246",2019-12-01,"19","stock","US-AK","2019-01-01 2020-04-10","web",7
"247",2019-12-08,"26","stock","US-AK","2019-01-01 2020-04-10","web",7
"248",2019-12-15,"13","stock","US-AK","2019-01-01 2020-04-10","web",7
"249",2019-12-22,"19","stock","US-AK","2019-01-01 2020-04-10","web",7
"250",2019-12-29,"9","stock","US-AK","2019-01-01 2020-04-10","web",7
"251",2020-01-05,"23","stock","US-AK","2019-01-01 2020-04-10","web",7
"252",2020-01-12,"25","stock","US-AK","2019-01-01 2020-04-10","web",7
"253",2020-01-19,"25","stock","US-AK","2019-01-01 2020-04-10","web",7
"254",2020-01-26,"16","stock","US-AK","2019-01-01 2020-04-10","web",7
"255",2020-02-02,"37","stock","US-AK","2019-01-01 2020-04-10","web",7
"256",2020-02-09,"35","stock","US-AK","2019-01-01 2020-04-10","web",7
"257",2020-02-16,"23","stock","US-AK","2019-01-01 2020-04-10","web",7
"258",2020-02-23,"60","stock","US-AK","2019-01-01 2020-04-10","web",7
"259",2020-03-01,"42","stock","US-AK","2019-01-01 2020-04-10","web",7
"260",2020-03-08,"62","stock","US-AK","2019-01-01 2020-04-10","web",7
"261",2020-03-15,"100","stock","US-AK","2019-01-01 2020-04-10","web",7
"262",2020-03-22,"67","stock","US-AK","2019-01-01 2020-04-10","web",7
"263",2020-03-29,"57","stock","US-AK","2019-01-01 2020-04-10","web",7
"264",2020-04-05,"51","stock","US-AK","2019-01-01 2020-04-10","web",7
"265",2019-01-06,"26","stocks","US-AK","2019-01-01 2020-04-10","web",7
"266",2019-01-13,"64","stocks","US-AK","2019-01-01 2020-04-10","web",7
"267",2019-01-20,"25","stocks","US-AK","2019-01-01 2020-04-10","web",7
"268",2019-01-27,"26","stocks","US-AK","2019-01-01 2020-04-10","web",7
"269",2019-02-03,"52","stocks","US-AK","2019-01-01 2020-04-10","web",7
"270",2019-02-10,"13","stocks","US-AK","2019-01-01 2020-04-10","web",7
"271",2019-02-17,"13","stocks","US-AK","2019-01-01 2020-04-10","web",7
"272",2019-02-24,"0","stocks","US-AK","2019-01-01 2020-04-10","web",7
"273",2019-03-03,"13","stocks","US-AK","2019-01-01 2020-04-10","web",7
"274",2019-03-10,"13","stocks","US-AK","2019-01-01 2020-04-10","web",7
"275",2019-03-17,"26","stocks","US-AK","2019-01-01 2020-04-10","web",7
"276",2019-03-24,"39","stocks","US-AK","2019-01-01 2020-04-10","web",7
"277",2019-03-31,"13","stocks","US-AK","2019-01-01 2020-04-10","web",7
"278",2019-04-07,"13","stocks","US-AK","2019-01-01 2020-04-10","web",7
"279",2019-04-14,"13","stocks","US-AK","2019-01-01 2020-04-10","web",7
"280",2019-04-21,"0","stocks","US-AK","2019-01-01 2020-04-10","web",7
"281",2019-04-28,"0","stocks","US-AK","2019-01-01 2020-04-10","web",7
"282",2019-05-05,"0","stocks","US-AK","2019-01-01 2020-04-10","web",7
"283",2019-05-12,"13","stocks","US-AK","2019-01-01 2020-04-10","web",7
"284",2019-05-19,"13","stocks","US-AK","2019-01-01 2020-04-10","web",7
"285",2019-05-26,"39","stocks","US-AK","2019-01-01 2020-04-10","web",7
"286",2019-06-02,"13","stocks","US-AK","2019-01-01 2020-04-10","web",7
"287",2019-06-09,"25","stocks","US-AK","2019-01-01 2020-04-10","web",7
"288",2019-06-16,"0","stocks","US-AK","2019-01-01 2020-04-10","web",7
"289",2019-06-23,"0","stocks","US-AK","2019-01-01 2020-04-10","web",7
"290",2019-06-30,"0","stocks","US-AK","2019-01-01 2020-04-10","web",7
"291",2019-07-07,"24","stocks","US-AK","2019-01-01 2020-04-10","web",7
"292",2019-07-14,"12","stocks","US-AK","2019-01-01 2020-04-10","web",7
"293",2019-07-21,"37","stocks","US-AK","2019-01-01 2020-04-10","web",7
"294",2019-07-28,"12","stocks","US-AK","2019-01-01 2020-04-10","web",7
"295",2019-08-04,"24","stocks","US-AK","2019-01-01 2020-04-10","web",7
"296",2019-08-11,"12","stocks","US-AK","2019-01-01 2020-04-10","web",7
"297",2019-08-18,"12","stocks","US-AK","2019-01-01 2020-04-10","web",7
"298",2019-08-25,"12","stocks","US-AK","2019-01-01 2020-04-10","web",7
"299",2019-09-01,"58","stocks","US-AK","2019-01-01 2020-04-10","web",7
"300",2019-09-08,"24","stocks","US-AK","2019-01-01 2020-04-10","web",7
"301",2019-09-15,"0","stocks","US-AK","2019-01-01 2020-04-10","web",7
"302",2019-09-22,"0","stocks","US-AK","2019-01-01 2020-04-10","web",7
"303",2019-09-29,"0","stocks","US-AK","2019-01-01 2020-04-10","web",7
"304",2019-10-06,"12","stocks","US-AK","2019-01-01 2020-04-10","web",7
"305",2019-10-13,"49","stocks","US-AK","2019-01-01 2020-04-10","web",7
"306",2019-10-20,"25","stocks","US-AK","2019-01-01 2020-04-10","web",7
"307",2019-10-27,"72","stocks","US-AK","2019-01-01 2020-04-10","web",7
"308",2019-11-03,"59","stocks","US-AK","2019-01-01 2020-04-10","web",7
"309",2019-11-10,"43","stocks","US-AK","2019-01-01 2020-04-10","web",7
"310",2019-11-17,"37","stocks","US-AK","2019-01-01 2020-04-10","web",7
"311",2019-11-24,"26","stocks","US-AK","2019-01-01 2020-04-10","web",7
"312",2019-12-01,"0","stocks","US-AK","2019-01-01 2020-04-10","web",7
"313",2019-12-08,"25","stocks","US-AK","2019-01-01 2020-04-10","web",7
"314",2019-12-15,"0","stocks","US-AK","2019-01-01 2020-04-10","web",7
"315",2019-12-22,"14","stocks","US-AK","2019-01-01 2020-04-10","web",7
"316",2019-12-29,"0","stocks","US-AK","2019-01-01 2020-04-10","web",7
"317",2020-01-05,"12","stocks","US-AK","2019-01-01 2020-04-10","web",7
"318",2020-01-12,"24","stocks","US-AK","2019-01-01 2020-04-10","web",7
"319",2020-01-19,"36","stocks","US-AK","2019-01-01 2020-04-10","web",7
"320",2020-01-26,"36","stocks","US-AK","2019-01-01 2020-04-10","web",7
"321",2020-02-02,"49","stocks","US-AK","2019-01-01 2020-04-10","web",7
"322",2020-02-09,"0","stocks","US-AK","2019-01-01 2020-04-10","web",7
"323",2020-02-16,"12","stocks","US-AK","2019-01-01 2020-04-10","web",7
"324",2020-02-23,"47","stocks","US-AK","2019-01-01 2020-04-10","web",7
"325",2020-03-01,"35","stocks","US-AK","2019-01-01 2020-04-10","web",7
"326",2020-03-08,"70","stocks","US-AK","2019-01-01 2020-04-10","web",7
"327",2020-03-15,"68","stocks","US-AK","2019-01-01 2020-04-10","web",7
"328",2020-03-22,"73","stocks","US-AK","2019-01-01 2020-04-10","web",7
"329",2020-03-29,"89","stocks","US-AK","2019-01-01 2020-04-10","web",7
"330",2020-04-05,"100","stocks","US-AK","2019-01-01 2020-04-10","web",7
"331",2019-01-06,"0","stock market","US-AK","2019-01-01 2020-04-10","web",7
"332",2019-01-13,"13","stock market","US-AK","2019-01-01 2020-04-10","web",7
"333",2019-01-20,"20","stock market","US-AK","2019-01-01 2020-04-10","web",7
"334",2019-01-27,"0","stock market","US-AK","2019-01-01 2020-04-10","web",7
"335",2019-02-03,"14","stock market","US-AK","2019-01-01 2020-04-10","web",7
"336",2019-02-10,"0","stock market","US-AK","2019-01-01 2020-04-10","web",7
"337",2019-02-17,"7","stock market","US-AK","2019-01-01 2020-04-10","web",7
"338",2019-02-24,"0","stock market","US-AK","2019-01-01 2020-04-10","web",7
"339",2019-03-03,"7","stock market","US-AK","2019-01-01 2020-04-10","web",7
"340",2019-03-10,"21","stock market","US-AK","2019-01-01 2020-04-10","web",7
"341",2019-03-17,"7","stock market","US-AK","2019-01-01 2020-04-10","web",7
"342",2019-03-24,"14","stock market","US-AK","2019-01-01 2020-04-10","web",7
"343",2019-03-31,"7","stock market","US-AK","2019-01-01 2020-04-10","web",7
"344",2019-04-07,"7","stock market","US-AK","2019-01-01 2020-04-10","web",7
"345",2019-04-14,"0","stock market","US-AK","2019-01-01 2020-04-10","web",7
"346",2019-04-21,"0","stock market","US-AK","2019-01-01 2020-04-10","web",7
"347",2019-04-28,"14","stock market","US-AK","2019-01-01 2020-04-10","web",7
"348",2019-05-05,"0","stock market","US-AK","2019-01-01 2020-04-10","web",7
"349",2019-05-12,"0","stock market","US-AK","2019-01-01 2020-04-10","web",7
"350",2019-05-19,"7","stock market","US-AK","2019-01-01 2020-04-10","web",7
"351",2019-05-26,"20","stock market","US-AK","2019-01-01 2020-04-10","web",7
"352",2019-06-02,"13","stock market","US-AK","2019-01-01 2020-04-10","web",7
